26,1492,Good Grips Y peeler,"<p>Named for its shape, the Y Peeler features a sharp, stainless steel blade that glides through even the toughest fruit and vegetable skins with ease. The soft, comfortable handle cushions your hand as you peel, and is non-slip, even when your hands are wet.</p>","<p>A chefs favorite, designed for comfort and efficiency .</p>"
7255,1526,Nose cut out cup,"<p><strong>Eating and drinking can become an extremely difficult and frustrating task for a person who has Alzheimer&rsquo;s.&nbsp;</strong>Confusion and a lack of coordination makes getting the fluid to the mouth very difficult.</p>

<p>The Nose Cut-out Cup is perfect for those who have difficulty or who are unable to tilt the head backwards when drinking. The cut-out fits around the nose allowing fluids to be delivered easily. Dishwasher safe up to 70C.</p>

<p>Capacity 237ml, weight 27g.</p>

<p>Available in Red, Cream or Blue.</p>

<h4><strong>Key Benefits</strong></h4>

<ul>
	<li>Cut out fits around the nose for easy delivery of fluid</li>
	<li>Perfect for those who have difficulty or are unable to tilt their head back</li>
	<li>Dishwasher safe</li>
</ul>",""
7256,1458,Unbreakable Glassware Selection,"<p>It&rsquo;s vital that people with dementia stay hydrated throughout the day, especially if they struggle to remember to stop and take a drink very often. But if drinking has become difficult, especially holding or lifting cups and glasses, they may prefer to use glassware that is made of ultra-durable plastic so they won&rsquo;t be afraid of smashing it, having to clear up broken glass.</p>

<h4><strong>Key Benefits</strong></h4>

<ul>
	<li>Clear, hardwearing plastic so you can see contents easily</li>
	<li>No risk of broken glass, which gives people confidence</li>
	<li>Helps encourage healthy hydration</li>
</ul>

<p>Contains Belly Glass; Wine Glass; Carafe and Tumbler.</p>

<h4><strong>Key Benefits</strong></h4>

<ul>
	<li>Clear, hardwearing plastic so you can see contents easily</li>
	<li>No risk of broken glass, which gives people confidence</li>
	<li>Helps encourage healthy hydration</li>
</ul>","<p>Find Plastic Glassware is made of a virtually indestructible hi-tech plastic called Tritan. The glasses are clear, so you can easily see the contents.</p>

<p>Contains Belly Glass; Wine Glass; Carafe and Tumbler.</p>"
7258,1527,Easy grip mug,"<p>If the person you&rsquo;re caring for struggles to lift and drink from regular cups, an easy hold mug may be more useful. Made of durable plastic, which is both microwave and dishwasher safe, the cup is just the right size to hold a portion of fluid without it becoming too heavy to lift.</p>

<p>The material retains the heat for longer, so ideal if the person you&rsquo;re caring for takes their time when eating or drinking. Plus, the heat doesn&rsquo;t spread easily through the cup, so it&rsquo;s safer to hold if there&rsquo;s hot liquid in it.</p>

<p>The cup is available in blue, yellow and ivory, two of which are bright colours, which are easier to see if you have sight problems.</p>

<p>Available in Yellow, Ivory and Blue.</p>

<h4><strong>Key Benefits</strong></h4>

<ul>
	<li>Large, ergonomic handle to make it easy to grip</li>
	<li>Slow heat transmission mean it&rsquo;s safer to hold hot drinks</li>
	<li>Bright colour make it easier to see</li>
</ul>

<p>&nbsp;</p>",""
7259,1454,Drinking Cup With Lid,"<p><strong>Eating and drinking can become an extremely difficult and frustrating task for a person who has Alzheimer&rsquo;s.&nbsp;</strong>Confusion and a lack of coordination makes getting the fluid to the mouth very difficult.</p>

<p>The Drinking Cup has a removable lid with a long spout for easier delivery of fluids. Made from polypropylene. Microwave and dishwasher safe up to 70C.</p>

<h4><strong>Key Benefits</strong></h4>

<ul>
	<li>Long spout for easier delivery of fluids</li>
	<li>Removable lid</li>
	<li>Microwave and dishwasher safe</li>
</ul>

<p>&nbsp;</p>",""
7260,1445,Cup Holder,"<p>Sometimes holding a cup is difficult for a person with dementia due to a weak grip or a lack of hand dexterity. Using a cup holder is a great way of encouraging independence when eating, allowing the individual to easily lift and hold their cup using handles.</p>

<p>The Cup Holder has large handles to assist control, enabling the cup to be held in the correct position for drinking. Dishwasher safe up to 70&deg;C.</p>

<h4>Key Benefits</h4>

<ul>
	<li>Assists control</li>
	<li>Enables cup to be held in correct drinking position</li>
	<li>Easy to use, slides on</li>
</ul>

<p>&nbsp;</p>",""
7261,1454,No Spill Mug,"<p>When the person with dementia is suffering from a poor grip and a lack of dexterity it is likely that they will spill their drink down the front of themselves. This can cause feelings of irritation and frustration.</p>

<p>This unique product aids those who have difficulty in drinking without spilling. It is particularly suitable for those who suffer from hand tremors, Parkinson &rsquo;s disease, Multiple Sclerosis and dementia amongst other conditions. The plastic insert sits inside the tumbler and restricts the wave motion of the liquid helping reduce the possibility of spills. The inserts are made from food quality plastic and are dishwasher safe. The inserts can be easily removed for cleaning purposes. A stainless steel extractor for the insert is included.</p>

<h4><strong>Key Benefits</strong></h4>

<ul>
	<li>Restricts the wave motion of the liquid, reducing spills</li>
	<li>Beneficial for those who suffer from hand tremors, Parkinson&rsquo;s. MS and dementia amongst others</li>
	<li>Complete with a stainless steel extractor for getting the plastic inserts out</li>
</ul>",""
7262,1527,Easy grip mug and lid,"<p>If the person you&rsquo;re caring for struggles to lift and drink from regular cups, an easy hold mug may be more useful. Made of durable plastic, which is both microwave and dishwasher safe, the cup is just the right size to hold a portion of fluid without it becoming too heavy to lift.</p>

<p>The material retains the heat for longer, so ideal if the person you&rsquo;re caring for takes their time when eating or drinking. Plus, the heat doesn&rsquo;t spread easily through the cup, so it&rsquo;s safer to hold if there&rsquo;s hot liquid in it.</p>

<p>The cup also comes with a lid with a hole to sip through it to prevent spillage.</p>

<p>Available in blue, yellow and ivory. Also available as a pack of 6 or individual.</p>

<h4><strong>Key Benefits</strong></h4>

<ul>
	<li>Large, ergonomic handle to make it easy to grip</li>
	<li>Slow heat transmission makes it safer to hold hot drinks</li>
	<li>Comes with a lid to prevent spillage</li>
</ul>",""
7263,1457,Two-Handled Earthenware Mug,"<p>When your loved one with dementia begins to lose their dexterity and their grip becomes weaker and less controlled, it will be difficult for them to enjoy their drinks as normal, leaving them feeling helpless and frustrated.</p>

<p>This innovative crockery range was designed by Wade Ceramics Ltd, healthcare professionals, and Stirling University to make eating and drinking easier. Made from high quality earthenware this lovely mug retains your loved ones dignity by having the appearance and feel of an ordinary mug, combined with adaptive handles. These two specially-adapted handles make drinking easier for those with a weak grip or tremors. Dishwasher, microwave and freezer safe. Capacity 250ml (9fl.oz)</p>

<h4><strong>Key Benefits</strong></h4>

<ul>
	<li>Designed in conjunction with Sterling University</li>
	<li>Made from high quality earthenware</li>
	<li>Two, speciallyadapted, handles</li>
</ul>",""
7264,1445,Double Cup Holder,"<p><strong>Have you ever taken the person you are caring for out to the store, park or other attraction and found that you don&rsquo;t have enough hands to carry everything?&nbsp;</strong>This moulded plastic drink holder, with tray on the bottom and ring on the top, holds cups and bottles. Fits on the frame of most wheelchairs easily and folds out of the way when not in use. Tray can also be used to place food upon. It easily fixes to the vertical bar&nbsp;<br />
on the side and folds away when not in use. It is made from a moulded plastic and has a ring to hold your&nbsp;<br />
drink in place when on the move.</p>

<p>It is the perfect way to have a drink to hand without having to stretch or bend.</p>

<p>When the double cup holder is not in use it simply folds away.</p>

<h4><strong>Key Benefits</strong></h4>

<ul>
	<li>Holds cup or bottle, freeing up hands</li>
	<li>Easy to fit</li>
	<li>Folds up out of the way when not in use</li>
</ul>",""
7265,1457,Feeder Mug with Two Handles,"<p>As the dementia journey progresses, it is likely that your loved one will have difficulty eating and swallowing. Choking becomes a serious hazard and food will need to be blended to make it safe. Feeder mugs control the flow of the liquidised food and allow your loved one to eat at their own pace, reducing the risk of choking.</p>

<p>Innovative crockery was designed in conjunction with Stirling University to make eating and drinking easier. Made from high quality vitrified earthenware which can be used in dishwashers, microwaves and freezers. This two handled feeder cup ensures ease of grip without the risk of spillages. The &frac12;&quot; spout controls the liquid flow allowing easier drinking. Capacity 250ml (9fl.oz).</p>

<p>The Dignity range is designed to help people suffering with both physical and mental disabilities and enables them to maintain their independence and just as importantly keeps a good level of nutrition and hydration. The entire range is designed with Dementia and Alzheimer sufferers in mind, suitable for the older person and anyone who has certain conditions that affect how they use kitchen utensils. They are made from vitrified earthenware with added Alumina for extra strength so are very durable and can be used in the microwave, dishwasher or freezer. There are one handed mugs and feeder mugs available depending on your personal requirements.</p>

<h4><strong>Key Benefits</strong></h4>

<ul>
	<li>Two Handles for a better grip</li>
	<li>Flow controlling spout</li>
	<li>Earthenware, Dishwasher, microwave and freezer safe</li>
</ul>",""
7266,1454,Spill-Proof Cup for Lying Down,"<p>Spill-Proof Cup for Lying Down is specifically designed to eliminate the need to sit up or raise the head while drinking. Fluid will not spill from the cup even if it is lying on its side.&nbsp;</p>

<p>When your loved one is lying down in bed for a rest or due to being bedbound, making sure that they remain hydrated is extremely important.</p>

<p>This specially adapted cup allows your loved one to drink comfortably whilst lying down. They will be in complete control of the rate of flow and won&rsquo;t need to be propped up by pillows. Ideal for those with restricted movement of the head and neck or for the person who is bedbound. Capacity: 250ml with measurement markings, spill-proof when tipped over, microwave and dishwasher safe.</p>

<p>&nbsp;</p>

<h4><strong>Key Benefits</strong></h4>

<ul>
	<li>Allows drinking from a lying down position</li>
	<li>Spillproof when tipped over</li>
	<li>Transparent so contents are visible</li>
	<li>Microwave and dishwasher safe</li>
</ul>",""
7327,1355,One-Way Straws,"<p>Making sure that the person with dementia stays hydrated is extremely important to maintaining their health. One way straws have a one way valve that keeps liquid in the straw making it readily available. It also prevents air from being sucked into the stomach causing painful cramping. These straws clip easily onto glasses and cups and can be washed in normal washing solutions or sterilised with boiling water. Not dishwasher safe. Not suitable for thick fluids. Available as a pack of two straws 180mm and 250mm in length, or a pack of 5 250mm straws. Key Benefits: Straws have a one way valve which keeps fluid readily available and air from being sucked into the stomach causing painful cramping Clip easily onto glasses and cups Available as a pack of two straws 180mm and 250mm in length, or a pack of 5 250mm straws</p>","<p>One-Way Straws have a one way valve that keeps liquid in the straw, always available for easy drinking. It also keeps out the air from entering the stomach and causing cramps. In addition, every straw has a clip-on which stabilizes it on the cup. The one way straws make drinking easier for individuals with difficulties generating and maintaining suction. The pack contains two straws 180 mm and 250 mm in length.</p>"
7339,1445,Anti-Microbial Moulded Cup Holders,"<div>
<p>Tenura silicone anti microbial moulded cup holders work just like a coaster, but are fitted to the bottom of a drinking cup to ensure an anti slip base wherever you need it, and protect surfaces from hot liquids on the bottom of cups, mugs, beakers and tumblers, with easy removal for cleaning both cup and holder.</p>

<p>Tenura Antimicrobial moulded cup holders provide continuous built-in protection against a wide range of bacteria including MRSA, E-coli and Klebsiella, and also protect against mould and fungi.</p>

<p>Available in blue and red.</p>
</div>","<p>Tenura silicone anti microbial moulded cup holders work just like a coaster, but are fitted to the bottom of a drinking cup to ensure an anti slip base wherever you need it, and protect surfaces from hot liquids on the bottom of cups, mugs, beakers and tumblers, with easy removal for cleaning both cup and holder.</p>"
7478,1459,Mr. Coffee Beverage Warmer,"","<p><strong>Mr. Coffee Mug Warmer, Black:</strong></p>

<ul>
	<li>Smooth easy-to-clean surface</li>
	<li>Convenient cord length</li>
	<li>Type: Electric beverage warmer</li>
	<li>1.3 x 5.2 x 8.6 inches</li>
</ul>"
7481,1459,Portable Rechargeable USB Powered Coffee Tea Warmer Mug,"","<p>Portable Rechargeable USB Powered Coffee Tea Warmer Mug , 130ml 3W Portable Rechargeable USB Powered Coffee Tea Warmer Mug Cup w/Automatic Stirring+Heat+OFF&nbsp; .</p>"
7482,1459,Portable USB Electric Cup Warmer Tea Coffee Beverage Cup,"<p><span style=""font-family:arial,helvetica,sans-serif"">Keep your cup of coffee, tea or hot drinks warm for as long as your wish.<br />
On/Off switch selection with indicator.<br />
Ideal for use at home and office.<br />
An external computer USB port, compact and easy to carry.<br />
The temperature is kept between 60~70 degrees.<br />
USB cup warmer, USB hub with plug-and-play function<br />
LED indication when warmer is turned on<br />
Suitable for any type of cup<br />
With power indicator, on/off switch included<br />
No risk of burning, with enclosure made of quality insulation material<br />
4.5V DC.<br />
Size: Diameter 11cm </span></p>",<h2><span style="font-size:14px">Coffee &amp; Tea Tools Color: White Certification: CE / EU Model Number: 78743 Coffee &amp; Tea Tools Type: Other</span></h2>
7713,1445,SpillNot,"<p>The SpillNot is a cup holder with a difference. Its design means that it is difficult&nbsp;to spill the contents of any glass or mug that is placed on it. You can swing the SpillNot as much as you like and the drink stays in the mug! This is particularly useful&nbsp;for carrying hot drinks, which&nbsp;you cannot place in your lap.</p>

<p>The SpillNot can be used for carrying mugs, glasses and small bowls. The non-slip coaster (included) can be removed and used to protect furniture; it also works as a jar opener.</p>

<p>The SpillNot has a curved plastic body with a non-slip platform for cups or glasses, and a fabric handle that you can slip your hand into.&nbsp;The looped, fabric handle prevents you from applying a lateral force to the liquid in the cup, so the liquid doesn&rsquo;t spill (the science is quite complicated!).</p>",""
7897,1355,SafeStraw™,"","<ul>
	<li>Great oral training tool</li>
	<li>Use Thin SafeStraw (White) for thin liquids</li>
	<li>Use Thick SafeStraw (Blue) for nectar thick liquids
	<p>&nbsp;</p>
	</li>
</ul>

<p>Model</p>"
7898,1355,Extra Long Drinking Straws,,
7899,1355,Glow straws Pack of 6,"","<p>The glow straws are an excellent sensory resource.<br />
<br />
<br />
The coloured straws look great in a darkened room and last for 6 hours on each straw<br />
<br />
<br />
High quality and deigned from a clear plastic which are washable and can be used over and over again even once the glow in the dark effect has finished.<br />
<br />
Once the glow in the dark effect has finished the colour remains in the tube still maiing them a fun sensory product.</p>

<p>The glow in the dark straws can be used in breathing therapy excercises such as blowing into the straw to blow a ball around a table.<br />
<br />
A fantastic way to introduce oral exercises.</p>

<p><br />
Unlike our sensory rivals who provide 2 staws for 75 pence we provide 6 straws for &pound;1.49</p>

<p>&nbsp;</p>

<p>These are 100% safe and non toxic unlike some cheaper brands</p>"
7900,1445,Duo Cup Holder,"","<p>Duo is an innovative ergonomic handle that attaches to everyday mugs, glasses and bottles, increasing grip and stability when drinking. It is a great alternative to 2 handled mugs or beakers, allowing everyone to use the same mugs as family and friends.</p>"
7901,1445,Handsteady Drinking Aid,"","<p>his ingenious Handsteady Drinking Aid reduces spills if you have a tremor or find it difficult to control cups or mugs.</p>

<p>The handle of this award winning device rotates so that the cup self-levels.</p>

<p>It also tilts without requiring the drinker to twist their wrist or raise the elbow.</p>

<p>The Handsteady Drinking Aid stays steady by keeping the handle upside down or at 90 degrees where tremor is usually less.</p>

<p>It has a large handle which can fit four fingers, promoting control for those with a weak grip.</p>

<p>The Handsteady cup is dishwasher safe and is supplied with a discreet lid.</p>"
7903,1454,Halo Cup,"","<p>Reduce accidental spills with the wide &quot;halo&quot; base design of the Halo Cup, a drinking aid that made to provide extra stability.&nbsp;</p>"
8103,1454,Anti-Microbial CupCaps,"<p>Self sealing cup caps that stretch to fit missing cups or glasses prevent spills when they are shaken or knocked.</p>

<p>Simply place the cup cap over a cup or glass, insert a straw through the purpose made, self sealing eyelet in the centre and you have a virtually spillproof container for liquids.</p>

<p>Made from Tenuras new antimicrobial silicone, the cupcaps are strong, washable and have excellent grip qualities, meaning they can be used many times over.</p>

<p>Tenura antimicrobial cupcaps are perfect for children and people with an unsteady grip, protecting furniture, carpets and clothing from spills.</p>

<p>The cap will also keep drinks fresher for longer and can also be used to store the drink in a fridge.</p>

<p>Tenura cupcaps are sold in a pack of two, with one measuring 80mm in diameter and the other 60mm.</p>

<h3>Applications &amp; Uses</h3>

<ul>
	<li>Glasses</li>
	<li>Mugs</li>
	<li>Prevent spills</li>
	<li>Keep drinks fresher for longer</li>
	<li>Use as storage caps ( short duration only )</li>
</ul>","<ul>
	<li>Seals cups, mugs and cans preventing spills and stains</li>
	<li>Keeps drinks fresher for longer</li>
	<li>Can be applied with ease</li>
	<li>Made with a strong anti-microbial construction preventing bacteria from harbouring on the material</li>
	<li>Each pack contains 6cm and 8cm diameter CupCaps</li>
</ul>"
